y,ARID1B,CCL21,CCN1,CCND2,CD3E,CDC20,CDK6,CDKN2A,CDKN2C,CHEK1,CKS2,COL1A1,ESR1,EZH2,FBLIM1,FGFR4,GAS1,IFNGR1,IGF2,KDR,KIF20A,KRT14,LINC02593,MDM4,MMP9,MUTYH,MYBL1,PGK1,PGR,PIM1,SPOP,TAGLN,TMEM30B,USF1
0.3798888829708793,-0.672908,-7.212067,2.498165,-0.884140,-4.627105,-4.890139,-4.153173,-5.475102,-1.466113,-4.042142,-2.667747,-0.602273,-4.797030,-4.212067,-4.627105,-6.797030,2.056280,3.257575,-0.439478,-2.042142,-5.989675,-6.797030,-1.028845,0.026338,-4.404712,-3.667747,-5.212067,2.405094,1.133708,0.142550,-0.516259,1.562720,1.686786,-2.439478
0.2811377439233558,-0.207523,-5.731085,1.231811,-1.087229,-4.643623,-2.391235,-5.409157,-5.271654,-4.483158,-4.923730,-3.409157,0.535701,-5.409157,-3.521632,-1.502267,-5.561160,1.777700,1.497733,1.512089,-2.561160,-6.146123,-5.923730,-2.271654,-0.279874,-1.612144,-2.643623,-4.561160,1.769757,0.234699,-3.643623,-0.891882,0.857629,3.576400,-2.898195
0.3827800522809169,-0.596299,-6.035922,0.683809,-1.187925,-3.035922,-3.072448,-3.357850,-1.898419,-2.629930,-5.035922,-3.072448,3.046759,-4.772888,-3.898419,-1.948459,-6.035922,1.819569,1.895997,1.111791,-1.914907,-6.035922,-4.550495,-0.692514,0.129990,-4.035922,-2.524960,-5.772888,2.169627,-1.965533,-3.035922,-0.182925,0.831974,1.737547,-2.629930
0.2724529136354583,-1.053940,-3.053940,3.222184,-2.638903,-2.053940,-2.053940,-4.053940,-2.468978,-1.316974,-3.638903,-4.053940,2.309465,-3.053940,-3.638903,-2.316974,-3.638903,-0.995046,1.531022,0.061537,-2.831548,-1.831548,-4.638903,-1.732012,-0.179471,-4.053940,-2.316974,-3.638903,1.727420,-4.053940,-4.053940,-0.938463,0.770488,0.219078,-2.468978
0.26735625412444,-0.503992,-6.369062,3.559562,-4.532561,-5.854489,-2.576504,-4.475978,-5.716986,-4.369062,-4.421530,-3.222221,-0.132023,-5.475978,-4.784100,-1.637258,-6.591455,2.035471,1.950287,2.015876,-3.154049,-6.006492,-5.006492,-1.216415,-0.500460,-5.475978,-2.343527,-5.176417,1.595072,0.156738,-1.900293,-1.036866,1.669857,3.254819,-3.222221
0.2925343807559297,-1.584748,-6.015797,1.306131,0.119362,-4.735689,-3.430835,-1.704211,-2.556366,-0.283993,-4.653227,-1.683601,1.878154,-4.916262,-3.868956,-3.179296,-5.238190,0.791558,1.104626,6.256291,-2.483302,-4.735689,-6.238190,-1.916262,-0.934409,-5.653227,-3.179296,-4.299590,2.520033,-3.299590,-2.095232,-1.022252,-0.164941,-4.068265,-2.845872
0.4430351423324466,-0.268993,-5.126974,4.714852,-1.667543,-3.126974,-3.126974,-3.711937,-3.011497,-1.126974,-5.711937,-3.711937,1.447934,-4.711937,-5.126974,-2.188375,-4.390009,-0.011497,1.667441,1.931919,-2.319620,-3.711937,-5.711937,-1.319620,-0.390009,-4.711937,-2.319620,-4.711937,2.233507,-3.542012,-1.390009,-0.667543,2.409597,0.680380,-2.068081
0.3777376913122187,-0.256214,-5.572980,4.029321,-1.825746,-4.210410,-2.988018,-3.736479,-5.210410,-1.240784,-4.795372,-4.292872,1.325297,-3.625447,-4.473444,-2.357967,-5.572980,1.967286,1.668152,1.418947,-2.679895,-6.058407,-6.380335,-0.560156,-0.215428,-6.058407,-3.022783,-5.380335,1.705801,-3.572980,-3.251052,-0.996631,1.833984,0.911987,-2.449598
0.5470394175820384,0.964290,-6.317408,-0.358565,-4.391409,-4.831981,-1.273014,-4.639336,-1.793846,-2.196393,-2.530812,-0.726447,0.008122,-4.938897,-0.884449,-2.806446,-5.054374,-5.639336,0.171235,5.198981,-3.247019,-3.429883,-4.115774,-1.673552,-0.163603,3.275796,-3.247019,-4.054374,2.438147,-6.317408,-2.551873,-1.639336,-1.115774,3.267179,-2.806446
0.0,-0.596387,-6.344580,2.771114,-1.885148,-5.022652,-3.952262,-3.344580,-4.096652,-1.300186,-5.537225,-4.174655,-0.995852,-5.537225,-4.344580,-1.935189,-6.344580,1.891434,1.129126,1.266445,-1.821018,-5.344580,-7.344580,-0.589692,-0.350226,-4.257117,-2.413842,-6.022652,1.820327,0.240383,-1.106175,-0.767151,2.166184,3.106631,-3.390383
0.374086993217243,-0.170923,-5.934688,3.258837,-1.600788,-4.934688,-2.965062,-2.712296,-4.271723,-1.699472,-4.612760,-3.764763,1.089528,-4.127333,-4.819211,-3.060219,-5.519651,-0.464368,2.226024,-0.166504,-2.369904,-5.934688,-7.519651,-1.996089,0.156306,-7.519651,-2.542371,-5.349726,1.837901,-3.234249,-3.127333,-0.643134,1.583637,1.129605,-2.791730
0.4971383238611891,-0.220062,-6.586384,4.665690,-2.300982,-3.779029,-3.062822,-4.586384,-3.586384,-2.586384,-6.001421,-4.586384,0.941093,-3.586384,-6.586384,-3.126952,-6.001421,1.563363,1.632785,0.252820,-3.194066,-5.264456,-6.586384,-1.319597,-0.194066,-6.001421,-2.885944,-4.779029,1.883258,-3.779029,-3.338456,-0.928172,1.393756,1.452535,-2.094531
0.3404794347791973,-0.555307,-5.590931,3.249533,-0.157971,-6.327896,-3.105504,-5.105504,-4.453427,-3.912859,-4.742934,-4.590931,0.006004,-4.590931,-3.742934,-1.684040,-4.327896,1.574981,1.344529,1.734600,-3.212419,-5.912859,-5.590931,-1.890491,-0.276234,-6.327896,-3.005968,-5.327896,2.681466,-0.958662,-1.825396,0.281898,0.092766,2.594936,-2.912859
0.4294898589949018,-0.262803,-6.782440,4.262296,-2.054519,-4.975085,-2.760072,-2.339496,-3.782440,-1.433712,-5.612515,-4.138583,1.256479,-4.460512,-4.323008,-3.197477,-6.460512,1.907558,1.759625,1.543990,-3.424888,-4.975085,-2.899797,-1.040973,0.047283,-5.975085,-3.110014,-5.612515,1.682106,-1.716350,-3.356175,-0.469557,1.357112,2.437939,-3.054519
